user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
norway|TRO_Plass27,Weekday,18,38,1,0.2562,0.0139,false,0.0893,0.1358,false,
norway|TRO_Plass27,Weekday,19,26,1,0.3962,0.0006,false,0.893,0.0568,true,0.5671
norway|TRO_Plass27,Weekday,20,17,1,0.2111,0.4358,true,0.6655,-0.0515,true,
norway|TRO_Plass27,Weekday,21,25,1,0.3003,0.0223,false,0.3196,0.1855,true,
norway|OSL_T_50,Weekday,17,43,1,0.1684,0.1764,true,0.1498,0.0737,false,
norway|OSL_T_50,Weekday,18,36,1,0.2607,0.0153,false,0.1612,0.1021,false,
korea|KR_U8,Weekday,18,29,1,0.2308,0.0919,true,0.3222,0.3239,true,
korea|KR_U8,Weekday,19,16,1,0.1899,0.612,true,0.4797,0.0619,true,
georgia|GT_30296079,Weekday,10,38,1,0.4423,0.0,false,0.0497,-0.5965,true,0.0202
georgia|GT_30296079,Weekday,11,18,1,0.1668,0.6993,true,-0.3352,-0.7544,true,
korea|KR_U1225,Weekday,18,83,1,0.1541,0.0402,false,-0.0201,-0.313,true,
korea|KR_U1225,Weekday,19,18,1,0.1539,0.7884,true,0.0698,-0.1685,false,
norway|OSL_S_KT95,Weekday,22,15,1,0.2164,0.4843,true,0.2071,0.2857,false,
norway|OSL_S_KT95,Weekday,23,49,1,0.1839,0.0739,true,-0.0191,-0.0904,false,
pecan|PS_6139,Weekday,9,18,1,0.2763,0.1288,true,-0.1946,-0.2708,false,
pecan|PS_6139,Weekday,21,16,1,0.3579,0.0334,false,-0.1997,-0.6973,true,
pecan|PS_6139,Weekday,23,104,1,0.3163,0.0,false,-0.0368,-0.0134,false,
kim|KR_1447,Weekday,17,29,1,0.0607,0.9999,true,0.2367,0.0882,false,
georgia|GT_81375624,Weekday,13,31,1,0.2266,0.0836,true,0.4985,0.3016,true,
georgia|GT_81375624,Weekday,14,49,1,0.2767,0.0011,false,0.326,0.1915,true,
georgia|GT_81375624,Weekday,16,19,1,0.217,0.3335,true,0.3387,0.0596,true,
georgia|GT_90692118,Weekday,13,32,1,0.3239,0.0025,false,0.5408,0.1265,true,
georgia|GT_90692118,Weekday,17,18,1,0.3485,0.0254,false,-0.0158,-0.4118,true,
georgia|GT_97867440,Weekday,13,50,1,0.3669,0.0,false,0.0298,-0.35,true,-0.0408
georgia|GT_97867440,Weekday,18,24,1,0.2364,0.1375,true,-0.1721,-0.2948,false,
georgia|GT_97867440,Weekday,19,20,1,0.1081,0.9738,true,-0.0735,-0.2481,false,
norway|OSL_S_KT84,Weekday,1,26,1,0.1527,0.581,true,0.1946,0.0602,false,
norway|OSL_S_KT84,Weekday,2,18,1,0.1445,0.847,true,0.1137,0.0568,false,
norway|OSL_S_KT84,Weekday,19,22,1,0.2413,0.1552,true,0.691,0.6894,true,
norway|OSL_S_KT84,Weekday,21,20,1,0.1953,0.4317,true,0.2302,0.1437,false,
norway|OSL_S_KT84,Weekday,22,19,1,0.1535,0.763,true,0.5558,0.5509,true,
norway|OSL_S_KT84,Weekday,23,17,1,0.1475,0.8542,true,0.3135,0.2794,true,
norway|OSL_S_KT84,Weekday,24,26,1,0.1193,0.8539,true,0.1896,0.1617,false,
norway|OSL_S_KT72,Weekday,16,19,1,0.1816,0.5591,true,0.1641,-0.1028,false,
norway|OSL_S_KT72,Weekday,17,41,1,0.2219,0.0359,false,0.2689,0.0376,false,0.2552
norway|OSL_S_KT72,Weekday,18,54,1,0.2543,0.0019,false,0.4205,0.2082,true,0.2717
norway|OSL_S_KT72,Weekday,19,21,1,0.1775,0.5239,true,0.4578,0.2424,true,
norway|OSL_S_KT72,Weekday,20,25,1,0.2533,0.0815,true,0.1834,0.1708,false,
norway|OSL_S_KT72,Weekday,21,41,1,0.2302,0.0264,false,0.3014,0.5917,true,
norway|OSL_S_KT72,Weekday,22,41,1,0.2093,0.0559,true,0.1486,0.5402,true,
norway|OSL_S_KT72,Weekday,23,44,1,0.207,0.0468,false,-0.1532,0.2887,false,
norway|OSL_S_KT72,Weekday,24,33,1,0.155,0.4085,true,0.3441,0.3406,true,
georgia|GT_88561539,Weekday,17,20,1,0.1517,0.7479,true,0.1767,-0.2541,false,
georgia|GT_88561539,Weekday,18,38,1,0.3332,0.0004,false,-0.0433,-0.1531,false,-0.015
georgia|GT_88561539,Weekday,19,15,1,0.1696,0.7823,true,-0.1573,-0.1679,false,
pecan|PS_3000,Weekday,3,21,1,0.2988,0.0475,false,-0.1991,-0.4557,true,
pecan|PS_3000,Weekday,4,20,1,0.2516,0.1597,true,0.2598,0.0873,false,
pecan|PS_3000,Weekday,6,17,1,0.1437,0.8749,true,-0.1786,-0.4169,true,
pecan|PS_3000,Weekday,7,15,1,0.1649,0.8103,true,0.1071,0.1537,false,
korea|KR_U1230,Weekday,18,57,1,0.1212,0.3762,true,-0.1195,-0.1698,false,
norway|ASK_Plass27,Weekday,15,38,1,0.1132,0.717,true,0.0689,0.1393,false,
norway|ASK_Plass27,Weekday,16,45,1,0.1942,0.0682,true,-0.0732,-0.1305,false,
kim|KR_187,Weekday,24,45,1,0.1523,0.2498,true,0.1334,-0.0746,false,
norway|OSL_S_KT162,Weekday,1,26,1,0.1641,0.4874,true,-0.3518,-0.5598,true,
