user_id,day_type,bin,n_pairs,fallback,ks_stat,p_value,passed,r_pearson,r_spearman,correlated,rho_copula
norway|BAR_Plass129,Weekday,16,52,1,0.1697,0.1018,true,-0.118,-0.2183,false,
norway|BAR_Plass129,Weekday,17,29,1,0.1507,0.5278,true,0.0155,-0.0921,false,
norway|BAR_Plass129,Weekday,18,18,1,0.2545,0.1948,true,-0.1988,-0.6061,true,
norway|TRO_R_AdA6-1,Weekday,16,29,1,0.2158,0.1354,true,0.2135,0.3202,true,
norway|TRO_R_AdA6-1,Weekday,17,19,1,0.2406,0.2222,true,0.8811,0.9035,true,
norway|TRO_R_AdA6-1,Weekday,23,17,1,0.2688,0.1721,true,0.2035,-0.4142,true,
acn|ACN_2-39-127-19,Weekday,2,32,1,0.1562,0.4182,true,0.0226,0.2575,false,
acn|ACN_2-39-127-19,Weekday,3,19,1,0.1563,0.7433,true,-0.3267,-0.0456,true,
acn|ACN_2-39-127-19,Weekday,16,35,1,0.1749,0.2365,true,-0.0419,-0.0585,false,
acn|ACN_2-39-127-19,Weekday,17,22,1,0.1035,0.9728,true,0.1615,0.1564,false,
gist|KR_U73,Weekday,11,25,1,0.2437,0.1034,true,0.6808,-0.1147,true,
gist|KR_U73,Weekday,15,18,1,0.1312,0.9166,true,0.4821,0.3911,true,
gist|KR_U434,Weekday,17,20,1,0.1764,0.5636,true,-0.1144,-0.4346,true,
gist|KR_U434,Weekday,18,46,1,0.0944,0.8094,true,-0.142,-0.1346,false,
gist|KR_U434,Weekday,19,17,1,0.1578,0.7922,true,-0.0576,-0.3374,true,
norway|OSL_S_KT160,Weekday,3,18,1,0.2982,0.0818,true,-0.4698,-0.6058,true,
acn|ACN_2-39-139-28,Weekday,1,17,1,0.2116,0.4331,true,-0.1349,0.2647,false,
acn|ACN_2-39-139-28,Weekday,2,52,1,0.1653,0.1183,true,-0.176,0.1169,false,
acn|ACN_2-39-139-28,Weekday,3,16,1,0.1185,0.9784,true,-0.0347,0.1559,false,
acn|ACN_2-39-139-28,Weekday,4,15,1,0.1761,0.7419,true,-0.3534,-0.4464,true,
acn|ACN_2-39-139-28,Weekday,5,17,1,0.2882,0.1192,true,-0.3045,-0.299,true,
acn|ACN_2-39-139-28,Weekday,15,43,1,0.2037,0.0573,true,0.065,0.0488,false,
acn|ACN_2-39-139-28,Weekday,16,22,1,0.1663,0.5781,true,-0.2153,0.0356,false,
norway|OSL_S_KT94,Weekday,14,22,1,0.136,0.8116,true,-0.1658,-0.0785,false,
norway|OSL_S_KT94,Weekday,15,22,1,0.1793,0.4803,true,0.3073,0.4226,true,
norway|OSL_S_KT94,Weekday,16,15,1,0.2001,0.5861,true,0.3726,0.325,true,
norway|OSL_S_KT94,Weekday,17,18,1,0.1678,0.6923,true,0.3094,0.3044,true,
norway|OSL_T_76,Weekday,19,18,1,0.1824,0.5886,true,-0.0309,0.25,false,
norway|OSL_S_KT164,Weekday,17,28,1,0.1496,0.5598,true,0.0726,0.3408,true,
norway|OSL_S_KT45,Weekend,1,18,1,0.1162,0.9685,true,0.2176,0.1001,false,
